epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,406.303,1.04742,0.63916,0.90468,0.98695,1,0.995,0.69898,0.97642,1.56812,0.82804,0.0012278,0.0012278,0.0012278
41,418.598,1.02127,0.5748,0.84922,0.98695,1,0.995,0.69898,0.97642,1.56812,0.82804,0.001208,0.001208,0.001208
42,430.364,1.13279,0.7076,0.81318,0.98939,1,0.995,0.73815,1.05783,1.80718,0.82601,0.0011882,0.0011882,0.0011882
43,441.714,1.11721,0.86493,0.83094,0.98138,1,0.995,0.70891,1.06308,1.14451,0.82688,0.0011684,0.0011684,0.0011684
44,454.63,0.9499,0.65631,0.8057,0.97725,1,0.995,0.72621,1.09068,0.87559,0.85656,0.0011486,0.0011486,0.0011486
45,466.687,0.93614,0.58487,0.84304,0.97725,1,0.995,0.72621,1.09068,0.87559,0.85656,0.0011288,0.0011288,0.0011288
46,476.18,0.68359,0.58569,0.53978,0.82088,1,0.94,0.64124,1.14183,0.84571,0.86629,0.001109,0.001109,0.001109
47,485.76,0.98891,0.54433,0.83294,0.87867,1,0.973,0.64927,1.24653,0.86142,0.88049,0.0010892,0.0010892,0.0010892
48,494.782,0.93758,0.57981,0.88008,0.98046,1,0.995,0.69223,1.15746,0.82166,0.85232,0.0010694,0.0010694,0.0010694
49,504.14,0.93198,0.53917,0.82953,0.98046,1,0.995,0.69223,1.15746,0.82166,0.85232,0.0010496,0.0010496,0.0010496
50,513.382,1.07682,0.63162,0.84893,0.97496,1,0.995,0.70537,1.1573,1.14676,0.85607,0.0010298,0.0010298,0.0010298
51,522.674,0.83434,0.51679,0.86167,0.97446,1,0.995,0.69512,1.14391,1.39285,0.85689,0.00101,0.00101,0.00101
52,531.986,1.14857,0.60506,0.80767,0.97199,1,0.995,0.69379,1.07445,1.23312,0.84896,0.0009902,0.0009902,0.0009902
53,541.153,0.95004,0.56333,0.85109,0.97199,1,0.995,0.69379,1.07445,1.23312,0.84896,0.0009704,0.0009704,0.0009704
54,550.83,0.95814,0.59347,0.78415,0.96472,1,0.995,0.71118,1.07738,1.16252,0.84338,0.0009506,0.0009506,0.0009506
55,560.17,0.84859,0.49839,0.77753,0.96619,1,0.995,0.77197,0.96497,1.40339,0.82142,0.0009308,0.0009308,0.0009308
56,569.593,1.01049,0.5529,0.84875,0.9759,1,0.995,0.72737,1.09503,1.8505,0.83181,0.000911,0.000911,0.000911
57,578.798,0.92694,0.52185,0.85196,0.9759,1,0.995,0.72737,1.09503,1.8505,0.83181,0.0008912,0.0008912,0.0008912
58,588.123,0.90633,0.52393,0.83924,0.96615,1,0.995,0.7365,1.09328,1.77752,0.82198,0.0008714,0.0008714,0.0008714
59,597.632,0.83943,0.51505,0.88018,0.89739,1,0.995,0.75703,1.08796,1.20981,0.82752,0.0008516,0.0008516,0.0008516
60,608.073,1.06329,0.63262,0.93376,0.87663,1,0.995,0.7168,1.14137,0.86361,0.83162,0.0008318,0.0008318,0.0008318
61,618.021,0.93095,0.5452,0.86231,0.87663,1,0.995,0.7168,1.14137,0.86361,0.83162,0.000812,0.000812,0.000812
62,627.647,0.93015,0.48654,0.80805,0.95826,1,0.995,0.72185,1.16001,0.69429,0.84501,0.0007922,0.0007922,0.0007922
63,638.27,0.79957,0.49564,0.80859,0.9859,1,0.995,0.77488,1.06964,0.60621,0.83815,0.0007724,0.0007724,0.0007724
64,649.856,0.87853,0.47187,0.80461,0.9911,1,0.995,0.74657,1.05984,0.59518,0.83857,0.0007526,0.0007526,0.0007526
65,661.125,0.97336,0.46662,0.79593,0.9911,1,0.995,0.74657,1.05984,0.59518,0.83857,0.0007328,0.0007328,0.0007328
66,672.767,0.89699,0.50039,0.81728,0.99327,1,0.995,0.73928,1.02207,0.58162,0.83466,0.000713,0.000713,0.000713
67,683.831,0.83226,0.46412,0.86208,0.99306,1,0.995,0.78893,0.96733,0.56843,0.83244,0.0006932,0.0006932,0.0006932
68,693.516,0.79058,0.45628,0.81169,0.99228,1,0.995,0.77361,0.93332,0.4958,0.83066,0.0006734,0.0006734,0.0006734
69,703.423,0.86096,0.54048,0.7901,0.99228,1,0.995,0.77361,0.93332,0.4958,0.83066,0.0006536,0.0006536,0.0006536
70,712.868,0.75253,0.43255,0.8045,0.99236,1,0.995,0.76502,0.9134,0.48657,0.81485,0.0006338,0.0006338,0.0006338
71,722.119,0.75697,0.44535,0.81792,0.99318,1,0.995,0.76301,0.90683,0.43416,0.81639,0.000614,0.000614,0.000614
72,731.443,0.96304,0.43681,0.83049,0.99349,1,0.995,0.76161,0.926,0.44615,0.82808,0.0005942,0.0005942,0.0005942
73,740.695,0.70627,0.40509,0.85516,0.99349,1,0.995,0.76161,0.926,0.44615,0.82808,0.0005744,0.0005744,0.0005744
74,750.256,0.85574,0.45862,0.84252,0.9935,1,0.995,0.7137,0.95977,0.46361,0.83476,0.0005546,0.0005546,0.0005546
75,759.837,0.77375,0.43118,0.82288,0.99341,1,0.995,0.74029,1.00189,0.49192,0.84336,0.0005348,0.0005348,0.0005348
76,769.435,0.80889,0.43315,0.75488,0.9933,1,0.995,0.74208,1.00023,0.47334,0.84174,0.000515,0.000515,0.000515
77,778.704,0.86604,0.43625,0.81224,0.9933,1,0.995,0.74208,1.00023,0.47334,0.84174,0.0004952,0.0004952,0.0004952
78,787.905,0.90359,0.47376,0.82429,0.9934,1,0.995,0.76877,0.98404,0.46599,0.83477,0.0004754,0.0004754,0.0004754
79,796.968,0.68886,0.4122,0.83291,0.99349,1,0.995,0.76869,0.96294,0.43907,0.82959,0.0004556,0.0004556,0.0004556
80,806.879,0.74358,0.4483,0.81777,0.99362,1,0.995,0.7547,0.96171,0.42054,0.8283,0.0004358,0.0004358,0.0004358
81,818.054,0.8131,0.44442,0.87091,0.99362,1,0.995,0.7547,0.96171,0.42054,0.8283,0.000416,0.000416,0.000416
82,829.336,0.91342,0.44469,0.76961,0.99376,1,0.995,0.77596,0.96871,0.4198,0.83296,0.0003962,0.0003962,0.0003962
83,840.237,0.67025,0.40026,0.77903,0.99396,1,0.995,0.73812,0.99452,0.42117,0.83897,0.0003764,0.0003764,0.0003764
84,849.724,0.88076,0.46152,0.83866,0.9938,1,0.995,0.74729,1.00756,0.42997,0.84254,0.0003566,0.0003566,0.0003566
85,859.508,0.67743,0.38818,0.81553,0.9938,1,0.995,0.74729,1.00756,0.42997,0.84254,0.0003368,0.0003368,0.0003368
86,868.799,0.80665,0.45712,0.80197,0.99384,1,0.995,0.74175,1.02042,0.43857,0.84175,0.000317,0.000317,0.000317
87,879.078,0.75636,0.42387,0.75859,0.99351,1,0.995,0.77755,0.9879,0.43162,0.83312,0.0002972,0.0002972,0.0002972
88,888.704,0.6549,0.403,0.8206,0.99341,1,0.995,0.78674,0.96466,0.40272,0.82293,0.0002774,0.0002774,0.0002774
89,897.866,0.62189,0.39989,0.78642,0.99341,1,0.995,0.78674,0.96466,0.40272,0.82293,0.0002576,0.0002576,0.0002576
90,907.715,0.76478,0.4015,0.80933,0.99355,1,0.995,0.79799,0.96847,0.41429,0.82478,0.0002378,0.0002378,0.0002378
91,917.136,0.67934,0.39794,0.76406,0.99376,1,0.995,0.79739,0.9783,0.4125,0.8267,0.000218,0.000218,0.000218
92,926.144,0.75988,0.44834,0.88646,0.99375,1,0.995,0.80128,0.99485,0.41614,0.82684,0.0001982,0.0001982,0.0001982
93,935.135,0.68171,0.40562,0.85868,0.99375,1,0.995,0.80128,0.99485,0.41614,0.82684,0.0001784,0.0001784,0.0001784
94,944.215,0.69548,0.40995,0.8171,0.99375,1,0.995,0.79215,1.0011,0.41154,0.82845,0.0001586,0.0001586,0.0001586
95,953.201,0.61662,0.40474,0.75751,0.99375,1,0.995,0.78706,1.00749,0.40256,0.82885,0.0001388,0.0001388,0.0001388
96,962.132,0.5862,0.35653,0.79702,0.99381,1,0.995,0.75527,1.02358,0.4081,0.82738,0.000119,0.000119,0.000119
97,971.127,0.78499,0.42384,0.77812,0.99381,1,0.995,0.75527,1.02358,0.4081,0.82738,9.92e-05,9.92e-05,9.92e-05
98,980.185,0.52757,0.3645,0.72575,0.9939,1,0.995,0.75029,1.03587,0.40779,0.82586,7.94e-05,7.94e-05,7.94e-05
99,989.674,0.64109,0.43219,0.79452,0.9939,1,0.995,0.75074,1.04508,0.41877,0.82864,5.96e-05,5.96e-05,5.96e-05
100,1001.08,0.6427,0.39702,0.84746,0.99394,1,0.995,0.7505,1.04812,0.42447,0.82856,3.98e-05,3.98e-05,3.98e-05
