时间,1-1路电阻,1-2路电阻,1-3路电阻,1-4路电阻,1-5路电阻,1-6路电阻,1-7路电阻,1-8路电阻,
2025-07-07 21:35:00 066,7933.401,169.125,339.689,7498.343,-,-,-,-,
2025-07-07 21:35:00 144,7933.401,169.125,339.689,7498.343,-,-,-,-,
2025-07-07 21:35:00 224,7933.401,169.125,339.689,7498.343,-,-,-,-,
2025-07-07 21:35:00 303,7933.401,169.125,339.689,7498.343,-,-,-,-,
2025-07-07 21:35:00 380,7933.401,169.125,339.689,7498.343,-,-,-,-,
2025-07-07 21:35:00 459,7933.401,169.125,339.689,7498.343,-,-,-,-,
2025-07-07 21:35:00 537,7933.401,169.125,339.689,7498.343,-,-,-,-,
2025-07-07 21:35:00 616,7933.401,169.125,339.689,7498.343,-,-,-,-,
2025-07-07 21:35:00 692,8674.193,169.125,339.689,7498.343,-,-,-,-,
2025-07-07 21:35:00 773,8674.193,164.335,339.689,7498.343,-,-,-,-,
2025-07-07 21:35:00 864,8674.193,164.335,340.436,7498.343,-,-,-,-,
2025-07-07 21:35:00 957,8674.193,164.335,340.436,7498.343,-,-,-,-,
2025-07-07 21:35:01 034,8674.193,164.335,340.436,7498.343,-,-,-,-,
2025-07-07 21:35:01 112,8674.193,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:01 192,8674.193,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:01 269,8674.193,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:01 349,8674.193,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:01 427,8674.193,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:01 506,8674.193,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:01 585,8674.193,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:01 662,8674.193,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:01 741,8674.193,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:01 819,8674.193,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:01 898,8674.193,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:01 977,8674.193,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:02 069,8278.597,164.335,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:02 149,8278.597,137.706,340.436,12835.213,-,-,-,-,
2025-07-07 21:35:02 227,8278.597,137.706,299.018,12835.213,-,-,-,-,
2025-07-07 21:35:02 309,8278.597,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:02 398,8278.597,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:02 477,8278.597,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:02 556,8278.597,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:02 635,8278.597,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:02 728,8278.597,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:02 819,8278.597,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:02 911,8278.597,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:02 990,8278.597,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:03 068,8278.597,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:03 148,8278.597,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:03 241,8278.597,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:03 319,6302.885,137.706,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:03 395,6302.885,116.838,299.018,8302.934,-,-,-,-,
2025-07-07 21:35:03 473,6302.885,116.838,264.316,8302.934,-,-,-,-,
2025-07-07 21:35:03 552,6302.885,116.838,264.316,8302.934,-,-,-,-,
2025-07-07 21:35:03 643,6302.885,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:03 720,6302.885,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:03 802,6302.885,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:03 893,6302.885,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:03 970,6302.885,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:04 050,6302.885,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:04 128,6302.885,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:04 206,6302.885,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:04 298,6302.885,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:04 376,6302.885,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:04 455,6302.885,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:04 532,5621.478,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:04 609,5621.478,116.838,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:04 686,5621.478,109.162,264.316,7972.747,-,-,-,-,
2025-07-07 21:35:04 762,5621.478,109.162,251.997,7972.747,-,-,-,-,
2025-07-07 21:35:04 840,5621.478,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:04 932,5621.478,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 010,5621.478,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 089,5621.478,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 180,5621.478,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 258,5621.478,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 336,5621.478,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 413,5621.478,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 491,5621.478,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 570,5621.478,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 646,5621.478,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 726,5621.478,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 806,5300.085,109.162,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 897,5300.085,107.314,251.997,6289.121,-,-,-,-,
2025-07-07 21:35:05 976,5300.085,107.314,244.075,6289.121,-,-,-,-,
2025-07-07 21:35:06 068,5300.085,107.314,244.075,6289.121,-,-,-,-,
2025-07-07 21:35:06 160,5300.085,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:06 253,5300.085,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:06 332,5300.085,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:06 411,5300.085,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:06 488,5300.085,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:06 566,5300.085,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:06 644,5300.085,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:06 724,5300.085,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:06 802,5300.085,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:06 880,5300.085,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:06 959,5300.085,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:07 050,5036.974,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:07 129,5036.974,107.314,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:07 220,5036.974,104.335,244.075,5365.643,-,-,-,-,
2025-07-07 21:35:07 300,5036.974,104.335,238.541,5365.643,-,-,-,-,
2025-07-07 21:35:07 380,5036.974,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:07 472,5036.974,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:07 553,5036.974,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:07 645,5036.974,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:07 724,5036.974,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:07 816,5036.974,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:07 895,5036.974,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:07 974,5036.974,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:08 052,5036.974,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:08 144,5036.974,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:08 223,5036.974,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:08 302,4824.204,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:08 381,4824.204,104.335,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:08 473,4824.204,101.975,238.541,5220.564,-,-,-,-,
2025-07-07 21:35:08 550,4824.204,101.975,234.620,5220.564,-,-,-,-,
2025-07-07 21:35:08 628,4824.204,101.975,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:08 721,4824.204,101.975,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:08 816,4824.204,101.975,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:08 905,4824.204,101.975,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:08 984,4824.204,101.975,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:09 076,4824.204,101.975,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:09 153,4824.204,101.975,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:09 235,4824.204,101.975,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:09 311,4824.204,101.975,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:09 391,4824.204,101.975,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:09 472,4824.204,101.975,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:09 565,4655.756,101.975,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:09 657,4655.756,102.629,234.620,4655.875,-,-,-,-,
2025-07-07 21:35:09 737,4655.756,102.629,231.318,4655.875,-,-,-,-,
2025-07-07 21:35:09 829,4655.756,102.629,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:09 906,4655.756,102.629,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:09 985,4655.756,102.629,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:10 063,4655.756,102.629,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:10 142,4655.756,102.629,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:10 233,4655.756,102.629,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:10 311,4655.756,102.629,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:10 404,4655.756,102.629,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:10 480,4655.756,102.629,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:10 560,4655.756,102.629,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:10 639,4655.756,102.629,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:10 719,4655.756,102.629,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:10 798,4555.181,101.354,231.318,4667.375,-,-,-,-,
2025-07-07 21:35:10 878,4555.181,101.354,228.777,4667.375,-,-,-,-,
2025-07-07 21:35:10 971,4555.181,101.354,228.777,4667.375,-,-,-,-,
2025-07-07 21:35:11 048,4555.181,101.354,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:11 126,4555.181,101.354,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:11 205,4555.181,101.354,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:11 283,4555.181,101.354,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:11 362,4555.181,101.354,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:11 441,4555.181,101.354,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:11 521,4555.181,101.354,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:11 614,4555.181,101.354,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:11 706,4555.181,101.354,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:11 798,4555.181,101.354,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:11 875,4555.181,101.354,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:11 954,4459.423,101.354,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:12 032,4459.423,100.435,228.777,4702.128,-,-,-,-,
2025-07-07 21:35:12 111,4459.423,100.435,226.388,4702.128,-,-,-,-,
2025-07-07 21:35:12 205,4459.423,100.435,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:12 299,4459.423,100.435,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:12 393,4459.423,100.435,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:12 486,4459.423,100.435,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:12 578,4459.423,100.435,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:12 656,4459.423,100.435,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:12 734,4459.423,100.435,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:12 811,4459.423,100.435,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:12 887,4459.423,100.435,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:12 966,4459.423,100.435,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:13 046,4459.423,100.435,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:13 138,4374.473,100.435,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:13 230,4374.473,100.160,226.388,4810.647,-,-,-,-,
2025-07-07 21:35:13 309,4374.473,100.160,224.211,4810.647,-,-,-,-,
2025-07-07 21:35:13 404,4374.473,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:13 495,4374.473,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:13 574,4374.473,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:13 651,4374.473,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:13 730,4374.473,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:13 809,4374.473,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:13 889,4374.473,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:13 981,4374.473,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:14 060,4374.473,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:14 137,4374.473,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:14 214,4374.473,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:14 292,4374.473,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:14 370,7459.996,100.160,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:14 449,7459.996,187.091,224.211,4516.734,-,-,-,-,
2025-07-07 21:35:14 543,7459.996,187.091,373.273,4516.734,-,-,-,-,
2025-07-07 21:35:14 636,7459.996,187.091,373.273,4516.734,-,-,-,-,
2025-07-07 21:35:14 713,7459.996,187.091,373.273,4516.734,-,-,-,-,
2025-07-07 21:35:14 791,7459.996,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:14 868,7459.996,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:14 962,7459.996,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:15 039,7459.996,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:15 118,7459.996,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:15 195,7459.996,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:15 273,7459.996,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:15 354,7459.996,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:15 448,7459.996,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:15 526,7459.996,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:15 604,7459.996,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:15 682,8874.302,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:15 760,8874.302,187.091,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:15 837,8874.302,167.344,373.273,14114.951,-,-,-,-,
2025-07-07 21:35:15 915,8874.302,167.344,308.208,14114.951,-,-,-,-,
2025-07-07 21:35:15 992,8874.302,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:16 072,8874.302,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:16 150,8874.302,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:16 228,8874.302,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:16 308,8874.302,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:16 387,8874.302,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:16 465,8874.302,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:16 542,8874.302,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:16 620,8874.302,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:16 697,8874.302,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:16 777,8874.302,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:16 856,8874.302,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:16 937,6684.157,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:17 027,6684.157,167.344,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:17 104,6684.157,159.431,308.208,7937.456,-,-,-,-,
2025-07-07 21:35:17 183,6684.157,159.431,257.770,7937.456,-,-,-,-,
2025-07-07 21:35:17 262,6684.157,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:17 342,6684.157,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:17 420,6684.157,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:17 496,6684.157,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:17 575,6684.157,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:17 653,6684.157,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:17 731,6684.157,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:17 809,6684.157,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:17 886,6684.157,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:17 967,6684.157,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:18 058,6684.157,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:18 151,6684.157,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:18 231,4148.005,159.431,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:18 324,4148.005,152.253,257.770,6159.760,-,-,-,-,
2025-07-07 21:35:18 418,4148.005,152.253,243.683,6159.760,-,-,-,-,
2025-07-07 21:35:18 495,4148.005,152.253,243.683,6159.760,-,-,-,-,
2025-07-07 21:35:18 574,4148.005,152.253,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:18 653,4148.005,152.253,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:18 732,4148.005,152.253,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:18 813,4148.005,152.253,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:18 902,4148.005,152.253,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:18 981,4148.005,152.253,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:19 072,4148.005,152.253,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:19 151,4148.005,152.253,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:19 229,4148.005,152.253,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:19 320,4148.005,152.253,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:19 399,4148.005,152.253,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:19 476,2933.026,152.253,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:19 555,2933.026,155.442,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:19 634,2933.026,155.442,243.683,4069.299,-,-,-,-,
2025-07-07 21:35:19 713,2933.026,155.442,253.180,4069.299,-,-,-,-,
2025-07-07 21:35:19 806,2933.026,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:19 885,2933.026,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:19 962,2933.026,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:20 041,2933.026,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:20 116,2933.026,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:20 194,2933.026,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:20 277,2933.026,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:20 369,2933.026,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:20 446,2933.026,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:20 524,2933.026,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:20 603,2933.026,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:20 697,2933.026,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:20 789,2223.432,155.442,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:20 866,2223.432,164.469,253.180,4613.241,-,-,-,-,
2025-07-07 21:35:20 944,2223.432,164.469,263.005,4613.241,-,-,-,-,
2025-07-07 21:35:21 024,2223.432,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:21 101,2223.432,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:21 180,2223.432,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:21 259,2223.432,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:21 353,2223.432,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:21 430,2223.432,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:21 510,2223.432,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:21 588,2223.432,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:21 664,2223.432,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:21 743,2223.432,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:21 821,2223.432,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:21 900,2223.432,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:21 980,1592.365,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:22 058,1592.365,164.469,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:22 136,1592.365,149.598,263.005,4345.434,-,-,-,-,
2025-07-07 21:35:22 213,1592.365,149.598,233.270,4345.434,-,-,-,-,
2025-07-07 21:35:22 292,1592.365,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:22 372,1592.365,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:22 464,1592.365,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:22 541,1592.365,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:22 619,1592.365,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:22 696,1592.365,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:22 774,1592.365,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:22 852,1592.365,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:22 931,1592.365,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:23 010,1592.365,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:23 099,1592.365,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:23 177,1592.365,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:23 254,1348.782,149.598,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:23 335,1348.782,138.007,233.270,3958.035,-,-,-,-,
2025-07-07 21:35:23 428,1348.782,138.007,217.289,3958.035,-,-,-,-,
2025-07-07 21:35:23 520,1348.782,138.007,217.289,3958.035,-,-,-,-,
2025-07-07 21:35:23 598,1348.782,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:23 677,1348.782,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:23 758,1348.782,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:23 850,1348.782,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:23 927,1348.782,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:24 005,1348.782,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:24 084,1348.782,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:24 160,1348.782,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:24 239,1348.782,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:24 317,1348.782,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:24 394,1348.782,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:24 475,1348.782,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:24 567,1272.399,138.007,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:24 645,1272.399,132.764,217.289,3957.012,-,-,-,-,
2025-07-07 21:35:24 723,1272.399,132.764,209.581,3957.012,-,-,-,-,
2025-07-07 21:35:24 800,1272.399,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:24 879,1272.399,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:24 957,1272.399,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:25 035,1272.399,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:25 114,1272.399,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:25 205,1272.399,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:25 298,1272.399,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:25 378,1272.399,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:25 459,1272.399,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:25 551,1272.399,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:25 643,1272.399,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:25 737,1272.399,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:25 830,1218.089,132.764,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:25 909,1218.089,130.118,209.581,3756.499,-,-,-,-,
2025-07-07 21:35:25 986,1218.089,130.118,204.758,3756.499,-,-,-,-,
2025-07-07 21:35:26 067,1218.089,130.118,204.758,3503.574,-,-,-,-,
2025-07-07 21:35:26 145,1218.089,130.118,204.758,3503.574,-,-,-,-,
2025-07-07 21:35:26 223,1218.089,130.118,204.758,3503.574,-,-,-,-,
2025-07-07 21:35:26 303,1218.089,130.118,204.758,3503.574,-,-,-,-,
2025-07-07 21:35:26 393,1218.089,130.118,204.758,3503.574,-,-,-,-,
2025-07-07 21:35:26 472,1218.089,130.118,204.758,3503.574,-,-,-,-,
2025-07-07 21:35:26 552,1218.089,130.118,204.758,3503.574,-,-,-,-,
2025-07-07 21:35:26 645,1218.089,130.118,204.758,3503.574,-,-,-,-,
2025-07-07 21:35:26 722,1218.089,130.118,204.758,3503.574,-,-,-,-,
2025-07-07 21:35:26 800,1218.089,130.118,204.758,3503.574,-,-,-,-,
2025-07-07 21:35:26 877,1218.089,130.118,204.758,3503.574,-,-,-,-,
2025-07-07 21:35:26 955,1218.089,130.118,204.758,3503.574,-,-,-,-,
2025-07-07 21:35:27 032,1212.836,130.118,204.758,3503.574,-,-,-,-,
