trial_index,trial_seed,episodes,reward_mean,reward_std,tiz_mean,tiz_std,zpd_coverage_mean,zpd_coverage_std,episode_length_mean,episode_length_std,catch_rate,oob_rate,boundary_occupancy_mean,boundary_occupancy_std,min_clearance_mean,min_clearance_std,min_clearance_p05,too_close_rate,too_far_rate,avg_distance_mean,avg_distance_std,test_name,test_type
10,2056590929,1000,-47.64883337850757,7.878578493233829,0.15541999999999997,0.10436625851258594,0.5338362519797888,0.14077080358240818,28.68,17.41409919722668,0.99,0.0,0.02508001085514704,0.05123896837175587,0.5542542499502516,0.21467944595051933,0.13220738192340786,0.4034387518019331,0.06272499621827811,3.810708725624474,0.5424690027581046,scripted_hand,scripted
11,3339987600,1000,-47.57107256995266,7.877810432568978,0.15766,0.11116691271454147,0.5288897181213287,0.14483843874831176,28.968,17.718716909780145,0.993,0.0,0.02498622722177345,0.051114056117252185,0.5506766728699826,0.21500815052002825,0.12626172633570257,0.41172617398248,0.05938410789619129,3.7850963567472755,0.5405920758076567,scripted_hand,scripted
12,1788010607,1000,-47.65824054910282,7.17560058796575,0.1574,0.10614285800894145,0.5309267422738355,0.14721796561167225,28.976,17.4224270687228,0.996,0.0,0.026164173003321686,0.05826619772536852,0.5568999695916927,0.21106803069268903,0.13997559163848966,0.4123490334663321,0.05672422425983242,3.771169013244062,0.535039344913316,scripted_hand,scripted
13,2859898362,1000,-47.60608853814802,7.540190975480429,0.15934,0.1125834776485406,0.5240860788573913,0.1556819284191361,29.412,18.174833715348832,0.993,0.0,0.028336034775427812,0.05737446179009661,0.5516417055226032,0.20348760844338687,0.15448570924009053,0.4203884450280334,0.05552547611457516,3.7453758153761783,0.5433174254876454,scripted_hand,scripted
14,1908601667,1000,-47.71551374431152,6.909950144458433,0.15221000000000004,0.10355452399310924,0.5228193591131671,0.1516840776585503,28.243,17.13159194127745,0.997,0.0,0.02449923474292706,0.05415200181029725,0.5600867209553871,0.21079942886038705,0.14611757513943716,0.41852663961594483,0.058654001270887955,3.763631468399476,0.5403429101110693,scripted_hand,scripted
15,726301638,1000,-47.295665300612704,7.463946654692723,0.15785000000000002,0.1063531310704508,0.5321636452194181,0.14451730172610305,28.997,17.33584501899237,0.99,0.0,0.026297267451164973,0.057323785010942346,0.5523615877926222,0.2168122043789454,0.12210018097283978,0.412049382856791,0.05578697192379095,3.7613938133871887,0.5083250242379436,scripted_hand,scripted
16,2584016318,1000,-47.52270116717255,7.845937491249091,0.15848,0.11530387931281665,0.5259859390562857,0.152210167437931,29.139,18.172173973053056,0.993,0.0,0.026787415680226224,0.04974032883536417,0.5477075360576361,0.21006995523553948,0.14588756841315975,0.4141155496405503,0.059898511303164016,3.782095263541267,0.5510213122566293,scripted_hand,scripted
17,4074852312,1000,-47.76648467956019,7.946456466138161,0.15860000000000002,0.11223919831163104,0.5265955945894579,0.14731929713719039,29.418,18.5779012381489,0.992,0.0,0.02540161704766542,0.05913211649054095,0.562974912016374,0.2121182676294616,0.13477206627737154,0.41603472838312405,0.05736967702741792,3.764823925411968,0.5215636780808925,scripted_hand,scripted
18,3205241267,1000,-47.73419806778715,6.86922174070079,0.15328,0.1033320817515989,0.5280485539366838,0.14581426200348008,28.322,16.86970369932154,0.996,0.0,0.027278020540228723,0.0566337509152598,0.5541904526408619,0.2171213845636037,0.1179457552898034,0.4140736672105534,0.05787777885276279,3.7699158783311204,0.5259197090515387,scripted_hand,scripted
19,1304481603,1000,-47.794894478176595,7.764743818074328,0.15913,0.11376680529040967,0.5183289781656026,0.14762843207348053,29.623,18.664384003503308,0.991,0.0,0.026114807187236102,0.05060603226249254,0.5504120029820251,0.2184800861376926,0.11903699346015988,0.42093259150834067,0.06073843032605663,3.7710040876387874,0.5451257478543602,scripted_hand,scripted
0,479243620,1000,-39.64408321634888,28.800279877503442,0.29888,0.25071538405890414,0.5495608842891668,0.1796094620937332,50.829,35.29889191987152,0.75,0.0,0.031459019216028214,0.0609466396752974,0.4867445131089136,0.26277443166847575,0.06237339972892677,0.4083993065583254,0.042039809152507775,3.7557217454011527,0.47833440920719894,agent_H1,learned
